id,book_id,best_book_id,work_id,books_count,isbn,isbn13,authors,original_publication_year,original_title,title,language_code,average_rating,ratings_count,work_ratings_count,work_text_reviews_count,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5,image_url,small_image_url,book_idx
2491,117,117,3634575,86,441328008,9780441328000.0,Frank Herbert,1984.0,Heretics of Dune,Heretics of Dune (Dune Chronicles #5),eng,3.83,40415,43369,612,715,3037,11673,15212,12732,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,116
2498,2715,2715,73206,43,142001619,9780142001620.0,Mark Kurlansky,2002.0,Salt: A World History,Salt: A World History,eng,3.73,39402,40735,2640,1381,3530,10799,14127,10898,https://images.gr-assets.com/books/1414608893m/2715.jpg,https://images.gr-assets.com/books/1414608893s/2715.jpg,2714
2506,3758,3758,2503304,178,014200202X,9780142002020.0,Ian Fleming,1953.0,Casino Royale,"Casino Royale (James Bond, #1)",eng,3.73,39150,46774,3074,738,3128,14342,18248,10318,https://images.gr-assets.com/books/1497801490m/3758.jpg,https://images.gr-assets.com/books/1497801490s/3758.jpg,3757
2521,4004,4004,6186633,171,722534876,9780722534880.0,"Paulo Coelho, Alan R. Clarke",1987.0,O Diário de um Mago,The Pilgrimage,eng,3.64,28283,35504,1451,1566,3821,9822,10998,9297,https://images.gr-assets.com/books/1307909268m/4004.jpg,https://images.gr-assets.com/books/1307909268s/4004.jpg,4003
2546,6614,6614,2713437,71,786887079,9780786887070.0,Candace Bushnell,2005.0,Lipstick Jungle,Lipstick Jungle,eng,3.39,35792,37339,945,2213,5372,12502,10083,7169,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,6613
2552,9597,9597,1005005,91,385333781,9780385333790.0,Kurt Vonnegut Jr.,1952.0,Player Piano,Player Piano,eng,3.85,34362,36724,1365,280,1863,10065,15319,9197,https://images.gr-assets.com/books/1488041609m/9597.jpg,https://images.gr-assets.com/books/1488041609s/9597.jpg,9595
2556,8282,8282,3327855,70,60885424,9780060885430.0,"Laura Ingalls Wilder, Garth Williams",1940.0,"The Long Winter (Little House, #6)","The Long Winter (Little House, #6)",,4.16,54443,59849,1283,1030,1791,10614,19848,26566,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,8280
2564,8647,8647,4088,34,1841492051,9781841492060.0,Orson Scott Card,2005.0,Shadow of the Giant,"Shadow of the Giant (Ender's Shadow, #4)",eng,3.98,37479,41690,885,372,1795,9330,16805,13388,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,8645
2573,5357,5357,1588709,90,99481685,9780099481680.0,John Grisham,2001.0,Skipping Christmas,Skipping Christmas,eng,3.47,39486,45691,3496,1793,6012,15826,13273,8787,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,5356
2578,5197,5197,950736,39,375702709,9780375702710.0,Ernest J. Gaines,1993.0,A Lesson Before Dying,A Lesson Before Dying,en-US,3.93,40651,42113,2565,634,2319,9793,16119,13248,https://images.gr-assets.com/books/1405866945m/5197.jpg,https://images.gr-assets.com/books/1405866945s/5197.jpg,5196
2594,7668,7668,2045220,93,606298231,9780606298230.0,Michael Crichton,1992.0,Rising Sun,Rising Sun,eng,3.61,38179,41025,713,714,3550,14199,14925,7637,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,7667
2601,8732,8732,1665907,101,,9780141962820.0,John Steinbeck,1933.0,The Red Pony,The Red Pony,,3.42,37535,40566,1519,2695,4650,13343,12506,7372,https://images.gr-assets.com/books/1391231816m/8732.jpg,https://images.gr-assets.com/books/1391231816s/8732.jpg,8730
2603,5159,5159,2606620,52,425169693,9780425169700.0,Alice Hoffman,1997.0,Here on Earth ,Here on Earth,eng,3.68,38954,39937,1347,870,3080,12676,14796,8515,https://images.gr-assets.com/books/1388299278m/5159.jpg,https://images.gr-assets.com/books/1388299278s/5159.jpg,5158
2610,9303,9303,1065212,50,60090375,9780060090370.0,Marian Keyes,1996.0,Lucy Sullivan is Getting Married,Lucy Sullivan Is Getting Married,en-US,3.74,38473,39904,725,974,2944,11832,13783,10371,https://images.gr-assets.com/books/1407707569m/9303.jpg,https://images.gr-assets.com/books/1407707569s/9303.jpg,9301
2615,4135,4135,7838,19,446578843,9780446578840.0,Amy Sedaris,2006.0,I Like You: Hospitality Under the Influence,I Like You: Hospitality Under the Influence,eng,3.87,34212,34919,1412,853,2349,8406,12278,11033,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,4134
2620,6667,6667,113746,102,141311401,9780141311400.0,"Roald Dahl, Quentin Blake",1984.0,Boy: Tales of Childhood,Boy: Tales of Childhood,eng,4.09,38240,43021,2134,453,1516,7991,16674,16387,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,6666
2644,5167,5167,2028071,38,446678457,9780446678450.0,Lalita Tademy,2001.0,Cane River,Cane River,en-US,4.04,38013,39960,1813,421,1549,8290,15458,14242,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,5166
2650,2265,2265,2468379,54,425179613,9780425179610.0,"Lance Armstrong, Sally Jenkins",1999.0,It's Not About the Bike: My Journey Back to Life,It's Not About the Bike: My Journey Back to Life,en-US,3.72,31963,33545,1881,1222,2315,9062,12918,8028,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2264
2673,5720,5720,5054705,59,425170349,9780425170340.0,Tom Clancy,1998.0,Rainbow Six,"Rainbow Six (Jack Ryan Universe, #10)",en-US,4.07,35278,38307,850,437,1668,7494,14076,14632,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,5719
2686,4898,4898,1848380,60,1591396190,9781591396190.0,"W. Chan Kim, Renée Mauborgne",2004.0,Blue Ocean Strategy: How to Create Uncontested Market Space and Make Competition Irrelevant,Blue Ocean Strategy: How To Create Uncontested Market Space And Make The Competition Irrelevant,,3.86,30665,32514,679,1260,2079,7414,11117,10644,https://images.gr-assets.com/books/1416445924m/4898.jpg,https://images.gr-assets.com/books/1416445924s/4898.jpg,4897
2694,6709,6709,3437032,17,1577311957,9781577311960.0,Eckhart Tolle,1999.0,"Practicing the Power of Now: Essential Teachings, Meditations, and Exercises from The Power of Now","Practicing the Power of Now: Essential Teachings, Meditations, and Exercises from the Power of Now",,4.25,29256,30308,410,504,1098,4426,8710,15570,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,6708
2698,9809,9809,68476,125,156453800,9780156453810.0,"Italo Calvino, William Weaver",1972.0,Le città invisibili,Invisible Cities,eng,4.19,32253,39121,2844,462,1614,5967,13026,18052,https://images.gr-assets.com/books/1468623303m/9809.jpg,https://images.gr-assets.com/books/1468623303s/9809.jpg,9807
2727,3873,3873,2011826,66,517223120,9780517223120.0,Karen Armstrong,1975.0,"A History of God: The 4,000-Year Quest of Judaism, Christianity, and Islam","A History of God: The 4,000-Year Quest of Judaism, Christianity, and Islam",eng,3.85,32506,34576,1143,1625,2189,7599,11380,11783,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,3872
2729,5932,5932,2103337,179,143039962,9780143039970.0,"Pablo Neruda, W.S. Merwin, Cristina García",1924.0,Veinte poemas de amor y una canción desesperada,Twenty Love Poems and a Song of Despair,eng,4.33,31606,37910,1505,520,1003,4472,11501,20414,https://images.gr-assets.com/books/1447622711m/5932.jpg,https://images.gr-assets.com/books/1447622711s/5932.jpg,5931
2737,6588,6588,1877371,80,446610224,9780446610220.0,James Patterson,2003.0,The Big Bad Wolf  ,"The Big Bad Wolf  (Alex Cross, #9)",en-US,3.97,37060,40235,938,320,1590,9647,16019,12659,https://images.gr-assets.com/books/1388328154m/6588.jpg,https://images.gr-assets.com/books/1388328154s/6588.jpg,6587
2741,6690,6690,824600,125,375814256,9780375814260.0,"Roald Dahl, Quentin Blake",1975.0,Danny: The Champion of the World,Danny the Champion of the World,,4.07,39802,45049,1844,496,1933,9393,15259,17968,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,6689
2744,1192,1192,5387,4,1400052580,9781400052580.0,Giada De Laurentiis,2005.0,Everyday Italian: 125 Simple and Delicious Recipes,Everyday Italian: 125 Simple and Delicious Recipes,,3.97,32751,32871,209,1008,1636,6966,10955,12306,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1191
2745,6537,6537,1455041,108,425204693,9780425204700.0,Patricia Cornwell,1995.0,From Potter's Field,"From Potter's Field (Kay Scarpetta, #6)",eng,4.02,41377,43955,636,211,1356,10272,17581,14535,https://images.gr-assets.com/books/1309209800m/6537.jpg,https://images.gr-assets.com/books/1309209800s/6537.jpg,6536
2757,7742,7742,10803,29,60838744,9780060838740.0,Sena Jeter Naslund,1999.0,,"Ahab's Wife, or The Star-Gazer",en-US,4.02,34603,36184,2360,1009,2003,6496,12251,14425,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,7741
2759,8962,8962,724928,86,316905712,9780316905720.0,Darren Shan,2000.0,"Cirque Du Freak (Cirque du Freak, #1) ","A Living Nightmare (Cirque Du Freak, #1)",,4.07,38753,43056,2916,658,2227,8592,13698,17881,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,8960
2770,4979,4979,1119459,64,081297736X,9780812977360.0,Kurt Vonnegut Jr.,2005.0,A Man Without a Country,A Man Without a Country,eng,4.07,29859,32094,2044,192,1229,6362,12567,11744,https://images.gr-assets.com/books/1330997432m/4979.jpg,https://images.gr-assets.com/books/1330997432s/4979.jpg,4978
2806,9912,9912,814440,68,067978148X,9780679781490.0,Bret Easton Ellis,1987.0,The Rules of Attraction,The Rules of Attraction,eng,3.71,29456,32395,1102,699,2615,9441,12328,7312,https://images.gr-assets.com/books/1468426907m/9912.jpg,https://images.gr-assets.com/books/1468426907s/9912.jpg,9910
2817,105,105,3634569,72,441102670,9780441102680.0,Frank Herbert,1985.0,Chapterhouse: Dune,Chapterhouse: Dune (Dune Chronicles #6),eng,3.89,34822,37155,552,676,2612,9170,12496,12201,https://images.gr-assets.com/books/1260954505m/105.jpg,https://images.gr-assets.com/books/1260954505s/105.jpg,104
2820,3476,3476,1004778,27,142000205,9780142000200.0,Gwyn Hyman Rubio,1998.0,Icy Sparks,Icy Sparks,eng,3.68,34128,34951,1103,737,2819,10815,12979,7601,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,3475
2846,5344,5344,6751955,773,321107217,9780321107210.0,Charles Dickens,1854.0,Hard Times: For These Times,Hard Times,eng,3.5,34675,42170,2098,1604,4753,14259,13967,7587,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,5343
2867,1319,1319,722104,29,446691437,9780446691440.0,"Steven Pressfield, Robert McKee",2002.0,The War of Art: Break Through the Blocks and Win Your Inner Creative Battles,The War of Art: Break Through the Blocks & Win Your Inner Creative Battles,en-US,4.07,31399,37038,3578,992,2088,6294,11688,15976,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1318
2897,3110,3110,824686,18,074326004X,9780743260050.0,Sarah Vowell,2005.0,Assassination Vacation,Assassination Vacation,en-US,3.98,32176,34125,3408,523,1545,6889,14274,10894,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,3109
2902,4005,4005,19254211,143,722536542,9780722536540.0,Paulo Coelho,1996.0,O Monte Cinco,The Fifth Mountain,eng,3.61,26060,30977,1238,1220,3366,9197,9601,7593,https://images.gr-assets.com/books/1358268472m/4005.jpg,https://images.gr-assets.com/books/1358268472s/4005.jpg,4004
2914,3483,3483,910619,52,067003777X,9780670037770.0,Marisha Pessl,2006.0,Special Topics in Calamity Physics,Special Topics in Calamity Physics,eng,3.7,29369,34307,4754,1342,3151,8523,12585,8706,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,3482
2938,9302,9302,426620,59,60731486,9780060731490.0,Marian Keyes,2004.0,The Other Side of the Story,The Other Side of the Story,,3.77,32185,34440,895,644,2229,10239,12589,8739,https://images.gr-assets.com/books/1407107814m/9302.jpg,https://images.gr-assets.com/books/1407107814s/9302.jpg,9300
2961,8953,8953,2049173,43,439286069,9780439286060.0,Rodman Philbrick,1993.0,Freak the Mighty,"Freak the Mighty (Freak The Mighty, #1)",eng,3.98,34587,35493,3302,820,2063,7351,11982,13277,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,8951
2967,9838,9838,1052584,92,316159417,9780316159420.0,"Åsne Seierstad, Ingrid Christopherson",2002.0,Bokhandleren i Kabul,The Bookseller of Kabul,en-US,3.76,30531,33890,2664,512,2168,9889,13752,7569,https://images.gr-assets.com/books/1388611939m/9838.jpg,https://images.gr-assets.com/books/1388611939s/9838.jpg,9836
2975,4983,4983,13908787,2,791071685,9780791071690.0,"Harold Bloom, Terry Southern, David H. Goldsmith, James Lundquist, Lawrence R. Broer, Peter J. Reed, Loree Rackstraw, William S. Doxey, Jerome Klinkowitz, Richard Giannone, John L. Simons, Leonard Mustazza, Zoltan Ab di-Nagy, Peter Freese, Wendy B. Faris",2002.0,Kurt Vonnegut's Cat Cradle,Kurt Vonnegut's Cat's Cradle (Modern Critical Interpretations),eng,4.35,27519,27533,184,174,370,3130,9902,13957,https://images.gr-assets.com/books/1297118346m/4983.jpg,https://images.gr-assets.com/books/1297118346s/4983.jpg,4982
2985,4538,4538,4242,42,689862210,9780689862210.0,E.L. Konigsburg,1996.0,The View from Saturday,The View from Saturday,,3.74,36803,38226,1748,1549,3151,9697,12950,10879,https://images.gr-assets.com/books/1476944774m/4538.jpg,https://images.gr-assets.com/books/1476944774s/4538.jpg,4537
3003,8155,8155,87,61,031235326X,9780312353260.0,Barbara Taylor Bradford,1979.0,A Woman of Substance ,A Woman of Substance (Emma Harte Saga #1),eng,4.16,31309,32932,614,412,1129,5996,10664,14731,https://images.gr-assets.com/books/1330029941m/8155.jpg,https://images.gr-assets.com/books/1330029941s/8155.jpg,8153
3016,9298,9298,510806,60,60086246,9780060086240.0,Marian Keyes,1999.0,Last Chance Saloon,Last Chance Saloon,en-US,3.78,32255,34161,755,593,2184,10221,12236,8927,https://images.gr-assets.com/books/1407708818m/9298.jpg,https://images.gr-assets.com/books/1407708818s/9298.jpg,9296
3020,7723,7723,19196823,205,1593080298,9781593080300.0,"Franz Kafka, Jason Baker, Donna Freed",1915.0,Die Verwandlung und andere Erzählungen,The Metamorphosis and Other Stories,eng,4.01,29817,39100,1268,666,2005,7699,14546,14184,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,7722
3022,3049,3049,2954048,193,451528182,9780451528190.0,"Unknown, Burton Raffel, Neil D. Isaacs",1390.0,Gawayn and þe Grene Knyȝt,Sir Gawain and the Green Knight ,,3.68,36477,42642,1159,726,3617,13667,15046,9586,https://images.gr-assets.com/books/1309282183m/3049.jpg,https://images.gr-assets.com/books/1309282183s/3049.jpg,3048
3023,4921,4921,4476508,747,140621334,9780140621330.0,Jerome K. Jerome,1889.0,Three Men in a Boat (To Say Nothing of the Dog),"Three Men in a Boat (Three Men, #1)",eng,3.9,30250,38799,3051,896,2523,8895,13589,12896,https://images.gr-assets.com/books/1392791656m/4921.jpg,https://images.gr-assets.com/books/1392791656s/4921.jpg,4920
3025,6419,6419,1087783,24,312306342,9780312306340.0,Janet Evanovich,2007.0,Plum Lovin',"Plum Lovin' (Stephanie Plum, #12.5)",en-US,3.7,43643,45570,1431,840,4270,14590,13736,12134,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,6418
3027,9570,9570,1105820,30,1842431293,9781842431290.0,Tom Robbins,1971.0,Another Roadside Attraction,Another Roadside Attraction,en-US,3.97,25777,27937,857,301,1328,6419,10667,9222,https://images.gr-assets.com/books/1327866271m/9570.jpg,https://images.gr-assets.com/books/1327866271s/9570.jpg,9568
3048,2517,2517,2150886,140,375706852,9780375706850.0,"Orhan Pamuk, Erdağ M. Göknar",1998.0,Benim Adım Kırmızı,My Name is Red,eng,3.83,27314,33212,3006,1012,2554,7479,12290,9877,https://images.gr-assets.com/books/1374015288m/2517.jpg,https://images.gr-assets.com/books/1374015288s/2517.jpg,2516
3068,9595,9595,815535,65,385334230,9780385334240.0,Kurt Vonnegut Jr.,1976.0,Slapstick,"Slapstick, or Lonesome No More!",eng,3.87,27371,29477,1043,307,1623,7741,11690,8116,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,9593
3071,7493,7493,1290896,29,375705244,9780375705240.0,Joseph J. Ellis,2000.0,Founding Brothers: The Revolutionary Generation,Founding Brothers: The Revolutionary Generation,en-GB,3.92,31610,32657,1520,840,1668,6941,13065,10143,https://images.gr-assets.com/books/1388791106m/7493.jpg,https://images.gr-assets.com/books/1388791106s/7493.jpg,7492
3084,3467,3467,2529035,41,375828257,9780375828260.0,Jeanne DuPrau,2004.0,The People of Sparks,"The People of Sparks (Book of Ember, #2)",eng,3.65,40859,43334,3059,707,3659,14746,15372,8850,https://images.gr-assets.com/books/1397931991m/3467.jpg,https://images.gr-assets.com/books/1397931991s/3467.jpg,3466
3085,5954,5954,955995,214,374506841,9780374506840.0,"Hermann Hesse, Ursule Molinaro",1930.0,Narziß und Goldmund,Narcissus and Goldmund,eng,4.19,25544,32779,1318,319,1134,5204,11464,14658,https://images.gr-assets.com/books/1374680750m/5954.jpg,https://images.gr-assets.com/books/1374680750s/5954.jpg,5953
3092,4954,4954,2641412,45,1400033543,9781400033550.0,Dave Eggers,2002.0,You Shall Know Our Velocity!,You Shall Know Our Velocity!,eng,3.62,23985,25405,1524,811,2545,7627,8914,5508,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,4953
3106,3698,3698,1469913,135,143039024,9780143039020.0,"Graham Greene, Robert  Stone",1955.0,The Quiet American,The Quiet American,eng,3.96,30395,34078,2105,278,1386,7443,15431,9540,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,3697
3108,6541,6541,2408,102,425213382,9780425213380.0,Patricia Cornwell,1996.0,Cause of Death,"Cause of Death (Kay Scarpetta, #7)",en-US,3.93,35742,38137,649,289,1604,9915,14963,11366,https://images.gr-assets.com/books/1327632787m/6541.jpg,https://images.gr-assets.com/books/1327632787s/6541.jpg,6540
3119,3465,3465,7258,54,446694851,9780446694860.0,"Nicholas Sparks, Micah Sparks",2004.0,Three Weeks with My Brother,Three Weeks With My Brother,eng,4.01,32208,33910,2654,674,1880,6982,11287,13087,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,3464
3123,2159,2159,1734580,71,452287081,9780452287080.0,John Perkins,2004.0,Confessions of an Economic Hit Man,Confessions of an Economic Hit Man,en-US,3.83,19726,26245,3036,663,1851,6174,10056,7501,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2158
3126,4625,4625,8238,63,684843323,9780684843320.0,Ernest Hemingway,1925.0,The Complete Short Stories of Ernest Hemingway,The Complete Short Stories,en-US,4.28,28129,30304,684,388,770,3779,10307,15060,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,4624
3133,9594,33586715,6835609,69,99267543,9780099267550.0,Kurt Vonnegut Jr.,1997.0,Timequake,Timequake,eng,3.71,23562,28238,1240,479,2338,8403,10686,6332,https://images.gr-assets.com/books/1405784951m/9594.jpg,https://images.gr-assets.com/books/1405784951s/9594.jpg,9592
3140,9943,9943,3014463,30,084230052X,9780842300520.0,Francine Rivers,1997.0,The Atonement Child,The Atonement Child,en-US,4.26,29250,30412,1083,321,949,4364,9593,15185,https://images.gr-assets.com/books/1406513472m/9943.jpg,https://images.gr-assets.com/books/1406513472s/9943.jpg,9941
3141,6862,6862,933082,97,385494246,9780385494240.0,Ian McEwan,1998.0,Amsterdam,Amsterdam,,3.41,30469,34352,2553,1038,4225,13087,11759,4243,https://images.gr-assets.com/books/1403191209m/6862.jpg,https://images.gr-assets.com/books/1403191209s/6862.jpg,6861
3197,7039,7039,1005422,76,349116652,9780349116660.0,Alexander McCall Smith,2000.0,Tears of the Giraffe,"Tears of the Giraffe (No. 1 Ladies' Detective Agency, #2)",en-GB,3.95,35205,40316,2273,157,1059,9863,18670,10567,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,7038
3202,9601,9601,6582745,63,038533351X,9780385333510.0,Kurt Vonnegut Jr.,1987.0,Bluebeard,Bluebeard,en-US,4.02,27011,28764,1065,140,881,6495,12029,9219,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,9599
3230,119,119,4479,7,618212906,9780618212900.0,Gary Russell,2002.0,The Lord of the Rings: The Art of The Fellowship of the Ring,The Lord of the Rings: The Art of The Fellowship of the Ring,en-US,4.59,24340,24412,67,211,220,1751,5011,17219,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,118
3234,8252,8252,1366740,62,60885386,9780060885380.0,"Laura Ingalls Wilder, Garth Williams",1933.0,Farmer Boy,"Farmer Boy (Little House, #3)",,4.05,39863,45289,1525,569,1980,10002,15023,17715,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,8250
3240,4035,4035,1732833,57,446677124,9780446677130.0,Scott Turow,1990.0,The Burden of Proof,The Burden of Proof,eng,4.05,29103,29820,222,199,813,6351,12394,10063,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,4034
3247,3977,3977,1882574,58,553572946,9780553572940.0,Dan Simmons,1996.0,Endymion,"Endymion (Hyperion Cantos, #3)",eng,4.14,30664,33572,969,273,1201,5556,12997,13545,https://images.gr-assets.com/books/1329611385m/3977.jpg,https://images.gr-assets.com/books/1329611385s/3977.jpg,3976
3255,4708,4708,2432116,522,743451503,9780743451500.0,F. Scott Fitzgerald,1922.0,The Beautiful and Damned,The Beautiful and Damned,,3.75,26597,33692,2050,632,2522,9543,12851,8144,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,4707
3273,5347,5347,6365798,66,99468190,9780099468200.0,John Grisham,2003.0,Bleachers,Bleachers,eng,3.46,27719,30977,1576,1205,4038,10776,9245,5713,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,5346
3275,8,8,21457576,11,439682584,9780439682590.0,"J.K. Rowling, Mary GrandPré",2003.0,,"Harry Potter Boxed Set, Books 1-5 (Harry Potter, #1-5)",eng,4.77,33220,33424,156,317,233,978,3686,28210,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,7
3284,5181,5181,2471173,23,671042572,9780671042580.0,Bret Lott,1991.0,Jewel (Oprah's Book Club) ,Jewel,,3.64,31851,32731,587,763,2803,10719,11586,6860,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,5180
